ConsumptionID,completedatetime
198,2022-05-18 21:21:51
199,2022-05-20 04:01:10
200,2022-05-17 15:55:24
201,2022-05-18 11:17:16
202,2022-05-18 13:38:53
203,2022-05-20 02:40:30
204,2022-05-19 07:57:00
205,2022-05-17 14:09:36
206,2022-05-20 07:52:41
207,2022-05-20 04:51:29
208,2022-05-19 23:11:05
209,2022-05-18 14:09:34
210,2022-05-19 06:19:36
211,2022-05-19 15:02:42
212,2022-05-17 15:30:34
213,2022-05-19 22:56:34
214,2022-05-18 05:08:39
215,2022-05-17 12:14:37
216,2022-05-19 08:59:02
217,2022-05-19 21:02:01
218,2022-05-17 21:34:15
219,2022-05-19 00:03:46
220,2022-05-19 20:28:41
221,2022-05-20 03:17:27
222,2022-05-19 03:10:01
223,2022-05-19 04:48:04
224,2022-05-19 22:26:07
225,2022-05-17 14:51:30
226,2022-05-18 05:39:52
227,2022-05-18 07:29:19
228,2022-05-17 17:46:38
229,2022-05-19 16:32:24
230,2022-05-19 10:23:40
231,2022-05-18 18:06:33
232,2022-05-18 04:27:20
233,2022-05-18 19:48:25
234,2022-05-18 12:26:10
235,2022-05-20 03:05:46
236,2022-05-20 06:44:11
237,2022-05-17 12:48:42
238,2022-05-19 07:05:15
239,2022-05-17 20:45:47
240,2022-05-18 09:31:38
241,2022-05-18 19:44:19
242,2022-05-17 23:51:40
243,2022-05-20 06:43:11
244,2022-05-17 13:15:21
245,2022-05-20 00:35:43
246,2022-05-18 23:11:10
247,2022-05-19 09:17:44
248,2022-05-18 03:02:42
249,2022-05-18 11:20:03
250,2022-05-17 20:34:05
251,2022-05-19 08:16:22
252,2022-05-19 07:05:09
253,2022-05-18 09:52:31
254,2022-05-20 03:01:45
255,2022-05-19 21:05:21
256,2022-05-18 04:10:26
257,2022-05-18 03:28:41
258,2022-05-19 11:06:32
259,2022-05-19 18:29:41
260,2022-05-18 04:52:59
261,2022-05-19 00:38:22
262,2022-05-20 06:37:47
263,2022-05-18 01:33:20
264,2022-05-19 13:25:15
265,2022-05-20 08:33:17
266,2022-05-20 03:01:09
267,2022-05-18 14:06:53
268,2022-05-17 23:14:42
269,2022-05-19 20:36:58
270,2022-05-19 01:33:07
271,2022-05-20 06:34:21
272,2022-05-18 13:35:14
273,2022-05-18 19:18:06
274,2022-05-19 15:02:07
275,2022-05-18 15:04:29
276,2022-05-18 02:30:46
277,2022-05-18 23:09:53
278,2022-05-19 20:58:58
279,2022-05-19 13:13:04
280,2022-05-19 07:09:01
281,2022-05-19 02:28:02
282,2022-05-18 06:51:16
283,2022-05-19 14:51:40
284,2022-05-19 01:47:53
285,2022-05-19 21:04:58
286,2022-05-18 04:16:03
287,2022-05-19 02:25:43
288,2022-05-19 07:59:59
289,2022-05-18 16:34:30
290,2022-05-20 05:56:25
291,2022-05-17 18:40:05
292,2022-05-20 03:32:54
293,2022-05-20 00:35:34
294,2022-05-19 23:23:01
295,2022-05-18 05:33:15
296,2022-05-19 14:17:03
297,2022-05-20 01:04:06
298,2022-05-18 21:25:52
299,2022-05-18 10:30:29
300,2022-05-17 12:06:13
301,2022-05-19 12:50:28
302,2022-05-19 06:53:13
303,2022-05-17 19:59:11
304,2022-05-17 20:07:34
305,2022-05-18 20:20:15
306,2022-05-17 12:11:36
307,2022-05-17 19:29:34
308,2022-05-18 01:01:27
309,2022-05-19 14:20:35
310,2022-05-18 23:52:58
311,2022-05-20 04:24:24
312,2022-05-20 02:21:26
313,2022-05-20 08:18:27
314,2022-05-18 07:32:19
315,2022-05-18 15:42:25
316,2022-05-18 00:29:16
317,2022-05-18 09:32:05
318,2022-05-18 06:29:07
319,2022-05-18 02:12:41
320,2022-05-20 02:22:57
321,2022-05-17 20:02:12
322,2022-05-18 23:00:01
323,2022-05-17 13:02:32
324,2022-05-19 20:02:36
325,2022-05-17 17:13:19
326,2022-05-19 08:57:41
327,2022-05-17 12:23:47
328,2022-05-17 21:59:01
329,2022-05-18 13:21:22
330,2022-05-19 04:05:59
331,2022-05-19 17:25:20
332,2022-05-18 06:18:41
333,2022-05-17 12:39:54
334,2022-05-17 16:36:36
335,2022-05-19 20:54:51
336,2022-05-19 02:15:46
337,2022-05-18 01:09:30
338,2022-05-19 02:17:49
339,2022-05-18 22:41:36
340,2022-05-18 21:18:48
341,2022-05-18 09:51:45
342,2022-05-19 02:16:43
343,2022-05-19 23:51:22
344,2022-05-18 23:31:21
345,2022-05-19 10:03:32
346,2022-05-18 22:15:17
347,2022-05-19 12:48:30
348,2022-05-18 11:37:23
349,2022-05-18 12:29:51
350,2022-05-19 23:53:06
351,2022-05-19 21:40:15
352,2022-05-17 14:53:57
353,2022-05-18 04:10:07
354,2022-05-17 15:22:35
355,2022-05-18 17:59:50
356,2022-05-18 12:35:38
357,2022-05-19 16:53:18
358,2022-05-17 20:23:41
359,2022-05-19 11:52:36
360,2022-05-18 19:56:24
361,2022-05-18 03:04:29
362,2022-05-19 19:32:24
363,2022-05-20 04:07:55
364,2022-05-20 08:52:30
365,2022-05-17 18:26:19
366,2022-05-19 15:57:08
367,2022-05-19 06:32:26
368,2022-05-18 20:53:01
369,2022-05-20 05:43:54
370,2022-05-18 12:56:15
371,2022-05-18 06:31:11
372,2022-05-19 10:21:24
373,2022-05-18 09:47:23
374,2022-05-20 07:11:19
375,2022-05-17 23:39:47
376,2022-05-18 01:52:12
377,2022-05-19 23:33:02
378,2022-05-17 13:18:05
379,2022-05-19 22:44:41
380,2022-05-18 09:40:14
381,2022-05-18 23:46:53
382,2022-05-18 03:05:00
383,2022-05-18 20:46:11
384,2022-05-18 01:25:48
385,2022-05-20 00:31:42
386,2022-05-20 00:21:06
387,2022-05-18 07:14:24
388,2022-05-20 01:18:48
389,2022-05-17 20:21:36
390,2022-05-18 11:35:48
391,2022-05-17 18:18:56
392,2022-05-18 04:41:46
393,2022-05-18 23:17:40
394,2022-05-19 00:20:33
395,2022-05-17 16:13:51
396,2022-05-19 02:01:07
397,2022-05-19 20:07:18
398,2022-05-18 10:05:37
399,2022-05-20 00:34:33
400,2022-05-18 03:41:20
401,2022-05-17 16:49:13
402,2022-05-17 16:22:19
403,2022-05-20 04:39:59
404,2022-05-18 20:30:32
405,2022-05-18 17:24:22
406,2022-05-18 15:39:52
407,2022-05-17 20:02:56
408,2022-05-19 00:41:25
409,2022-05-18 11:37:34
410,2022-05-19 16:39:16
411,2022-05-18 15:33:38
412,2022-05-18 15:17:52
413,2022-05-18 22:17:21
414,2022-05-19 02:49:46
415,2022-05-18 14:14:38
416,2022-05-19 00:17:31
417,2022-05-19 11:36:45
418,2022-05-18 18:53:15
419,2022-05-20 07:23:07
420,2022-05-18 19:38:07
421,2022-05-19 09:48:01
422,2022-05-17 20:11:09
423,2022-05-18 22:20:44
424,2022-05-18 12:25:02
425,2022-05-17 23:59:39
426,2022-05-20 05:11:21
427,2022-05-17 18:06:47
428,2022-05-18 20:49:49
429,2022-05-18 22:53:55
430,2022-05-19 13:09:59
431,2022-05-18 14:14:18
432,2022-05-18 20:40:31
433,2022-05-18 13:05:39
434,2022-05-20 00:09:58
435,2022-05-19 20:01:45
436,2022-05-19 15:07:46
437,2022-05-19 08:13:01
438,2022-05-18 20:35:19
439,2022-05-19 11:05:35
440,2022-05-20 03:25:35
441,2022-05-20 01:47:27
442,2022-05-19 22:59:45
443,2022-05-19 20:28:07
444,2022-05-18 10:39:14
445,2022-05-20 03:45:42
446,2022-05-19 01:46:02
447,2022-05-20 02:51:02
448,2022-05-20 04:13:56
449,2022-05-19 15:39:33
450,2022-05-19 21:35:55
451,2022-05-17 18:49:43
452,2022-05-19 09:45:31
453,2022-05-18 03:42:10
454,2022-05-17 23:06:25
455,2022-05-18 13:59:49
456,2022-05-19 01:35:09
457,2022-05-19 16:51:24
458,2022-05-20 00:06:48
459,2022-05-19 08:42:45
460,2022-05-18 15:10:58
461,2022-05-17 22:54:44
462,2022-05-19 21:38:01
463,2022-05-20 06:34:41
464,2022-05-18 22:18:22
465,2022-05-18 08:09:54
466,2022-05-19 22:23:23
467,2022-05-20 00:20:30
468,2022-05-19 10:11:12
469,2022-05-17 17:49:27
470,2022-05-18 19:55:11
471,2022-05-19 09:11:48
472,2022-05-18 15:58:31
473,2022-05-17 22:49:21
474,2022-05-17 12:13:16
475,2022-05-18 05:05:14
476,2022-05-17 22:59:38
477,2022-05-18 09:58:04
478,2022-05-20 03:19:00
479,2022-05-17 18:56:45
480,2022-05-18 16:05:25
481,2022-05-17 22:10:27
482,2022-05-17 13:20:26
483,2022-05-17 13:00:43
484,2022-05-20 03:00:08
485,2022-05-18 03:50:14
486,2022-05-17 14:30:30
487,2022-05-20 05:04:50
488,2022-05-18 13:33:25
489,2022-05-18 23:06:44
490,2022-05-20 03:59:31
491,2022-05-18 21:41:07
492,2022-05-20 00:34:47
493,2022-05-18 02:54:14
494,2022-05-19 17:32:33
495,2022-05-18 05:07:18
496,2022-05-19 17:46:22
497,2022-05-18 23:28:31
498,2022-05-19 03:03:05
499,2022-05-19 10:19:32
500,2022-05-19 01:20:18
501,2022-05-18 02:21:11
502,2022-05-20 07:07:33
503,2022-05-19 00:43:08
504,2022-05-19 19:44:25
505,2022-05-17 20:07:05
506,2022-05-19 20:24:46
507,2022-05-18 22:18:22
508,2022-05-19 02:57:35
509,2022-05-19 21:00:28
510,2022-05-19 13:19:22
511,2022-05-20 05:28:54
512,2022-05-20 07:25:46
513,2022-05-19 02:28:37
514,2022-05-18 11:19:41
515,2022-05-19 01:09:05
516,2022-05-19 03:14:54
517,2022-05-20 05:30:40
518,2022-05-18 15:37:25
519,2022-05-20 02:48:21
520,2022-05-20 01:25:08
521,2022-05-17 14:11:01
522,2022-05-19 05:33:54
523,2022-05-17 19:39:16
524,2022-05-18 10:19:07
525,2022-05-19 19:44:05
526,2022-05-19 12:13:45
527,2022-05-19 20:56:26
528,2022-05-20 02:31:03
529,2022-05-19 14:20:10
530,2022-05-17 18:50:07
531,2022-05-18 04:37:45
532,2022-05-19 13:03:07
533,2022-05-19 12:08:54
534,2022-05-19 19:31:03
535,2022-05-20 08:29:31
536,2022-05-18 21:58:46
537,2022-05-18 14:36:09
538,2022-05-18 08:58:34
539,2022-05-17 22:56:38
540,2022-05-18 20:47:31
541,2022-05-18 23:10:30
542,2022-05-18 10:35:46
543,2022-05-18 20:22:19
544,2022-05-20 05:21:10
545,2022-05-18 11:36:14
546,2022-05-18 00:20:10
547,2022-05-18 21:49:07
548,2022-05-19 23:45:45
549,2022-05-19 05:30:32
550,2022-05-19 08:16:40
551,2022-05-17 15:39:39
552,2022-05-19 23:51:19
553,2022-05-20 02:48:06
554,2022-05-20 00:57:55
555,2022-05-18 07:25:16
556,2022-05-20 07:42:12
557,2022-05-17 14:47:12
558,2022-05-18 11:19:11
559,2022-05-20 05:26:31
560,2022-05-19 21:52:54
561,2022-05-18 17:36:28
562,2022-05-17 14:54:46
563,2022-05-18 14:08:48
564,2022-05-19 08:44:46
565,2022-05-19 11:25:16
566,2022-05-20 07:50:50
567,2022-05-17 18:45:44
568,2022-05-18 19:11:40
569,2022-05-17 19:49:59
570,2022-05-19 01:22:35
571,2022-05-18 07:39:37
572,2022-05-18 17:44:48
573,2022-05-19 03:59:40
574,2022-05-19 16:55:37
575,2022-05-18 03:41:47
576,2022-05-19 07:58:49
577,2022-05-17 19:57:30
578,2022-05-19 23:25:47
579,2022-05-19 03:03:46
580,2022-05-18 07:54:32
581,2022-05-20 04:35:36
582,2022-05-18 16:34:17
583,2022-05-18 00:02:30
584,2022-05-17 13:10:31
585,2022-05-19 01:45:38
586,2022-05-18 17:04:53
587,2022-05-18 21:32:43
588,2022-05-19 03:35:20
589,2022-05-18 21:16:17
590,2022-05-17 15:00:46
591,2022-05-20 04:06:00
592,2022-05-18 01:37:21
593,2022-05-20 07:29:31
594,2022-05-20 07:42:37
595,2022-05-18 07:48:19
596,2022-05-19 02:46:59
597,2022-05-19 07:26:30
598,2022-05-18 17:10:19
599,2022-05-18 16:01:16
600,2022-05-20 06:40:21
601,2022-05-17 12:06:45
602,2022-05-18 04:49:12
603,2022-05-18 15:49:19
604,2022-05-17 21:32:32
605,2022-05-19 05:00:56
606,2022-05-19 23:55:32
607,2022-05-20 08:54:17
608,2022-05-18 14:44:59
609,2022-05-17 21:16:42
610,2022-05-19 14:17:56
611,2022-05-18 09:04:26
612,2022-05-18 03:36:42
613,2022-05-19 02:03:22
614,2022-05-19 08:47:41
615,2022-05-19 19:05:22
616,2022-05-17 23:09:06
617,2022-05-18 19:28:44
618,2022-05-17 23:57:33
619,2022-05-18 21:18:49
620,2022-05-18 18:26:40
621,2022-05-19 21:21:27
622,2022-05-19 12:30:49
623,2022-05-17 12:23:14
624,2022-05-18 03:01:05
625,2022-05-19 13:02:45
626,2022-05-17 14:58:53
627,2022-05-17 14:18:55
628,2022-05-19 20:50:06
629,2022-05-19 04:56:00
630,2022-05-19 04:01:23
631,2022-05-18 19:56:17
632,2022-05-19 15:38:01
633,2022-05-18 02:47:23
634,2022-05-17 13:38:16
635,2022-05-18 14:26:12
636,2022-05-18 12:10:20
637,2022-05-20 04:49:55
638,2022-05-18 04:48:35
639,2022-05-19 17:53:52
640,2022-05-17 16:57:40
641,2022-05-19 00:49:33
642,2022-05-19 11:14:00
643,2022-05-20 06:40:27
644,2022-05-19 01:35:19
645,2022-05-19 20:39:00
646,2022-05-19 00:00:16
647,2022-05-19 23:35:04
648,2022-05-20 08:12:37
649,2022-05-19 22:43:24
650,2022-05-18 06:07:28
651,2022-05-19 18:41:33
652,2022-05-18 22:42:19
653,2022-05-18 23:11:47
654,2022-05-20 01:57:17
655,2022-05-18 01:24:39
656,2022-05-18 07:51:04
657,2022-05-18 04:44:52
658,2022-05-19 04:56:14
659,2022-05-18 02:20:51
660,2022-05-20 04:10:13
661,2022-05-18 01:52:58
662,2022-05-17 22:42:00
663,2022-05-17 17:05:15
664,2022-05-20 05:49:19
665,2022-05-18 12:49:04
666,2022-05-19 07:04:40
667,2022-05-17 21:11:20
668,2022-05-18 15:29:57
669,2022-05-19 21:25:40
670,2022-05-19 13:43:59
671,2022-05-17 21:43:51
672,2022-05-18 01:40:41
673,2022-05-18 20:15:59
674,2022-05-20 06:26:22
675,2022-05-19 22:23:07
676,2022-05-18 19:13:50
677,2022-05-18 07:51:02
678,2022-05-17 15:26:25
679,2022-05-19 04:26:45
680,2022-05-18 22:46:44
681,2022-05-19 21:43:23
682,2022-05-19 10:14:24
683,2022-05-19 18:16:55
684,2022-05-17 17:09:10
685,2022-05-18 10:30:10
686,2022-05-19 02:49:19
687,2022-05-17 12:21:34
688,2022-05-18 14:59:58
689,2022-05-19 20:20:38
690,2022-05-18 09:17:14
691,2022-05-18 22:02:13
692,2022-05-19 14:06:51
693,2022-05-18 02:56:24
694,2022-05-20 05:06:25
695,2022-05-18 04:24:05
696,2022-05-20 00:15:27
697,2022-05-19 09:15:30
698,2022-05-19 21:17:05
699,2022-05-18 04:33:35
700,2022-05-19 14:29:59
701,2022-05-18 22:17:58
702,2022-05-19 12:50:32
703,2022-05-19 10:30:02
704,2022-05-20 02:43:31
705,2022-05-18 16:18:22
706,2022-05-19 14:42:13
707,2022-05-17 21:30:38
708,2022-05-17 13:41:44
709,2022-05-20 02:03:20
710,2022-05-18 16:26:55
711,2022-05-18 06:48:16
712,2022-05-18 11:30:07
713,2022-05-18 05:59:34
714,2022-05-18 14:26:43
715,2022-05-20 00:45:59
716,2022-05-19 13:51:14
717,2022-05-17 17:07:30
718,2022-05-18 15:26:13
719,2022-05-19 07:34:58
720,2022-05-18 20:45:43
721,2022-05-18 18:14:18
722,2022-05-18 17:04:22
723,2022-05-19 21:29:44
724,2022-05-17 17:18:11
725,2022-05-17 22:15:45
726,2022-05-19 16:39:42
727,2022-05-17 18:58:18
728,2022-05-19 14:20:58
729,2022-05-17 21:32:49
730,2022-05-19 08:48:56
731,2022-05-19 12:57:59
732,2022-05-20 05:20:22
733,2022-05-18 02:47:11
734,2022-05-19 06:30:47
735,2022-05-18 09:24:51
736,2022-05-17 13:49:44
737,2022-05-18 07:21:38
738,2022-05-20 06:41:32
739,2022-05-19 18:37:25
740,2022-05-19 10:19:52
741,2022-05-19 19:43:35
742,2022-05-20 07:24:25
743,2022-05-19 14:50:52
744,2022-05-17 22:59:57
745,2022-05-19 11:32:39
746,2022-05-18 05:40:22
747,2022-05-18 15:40:52
748,2022-05-18 06:12:57
749,2022-05-19 14:12:43
750,2022-05-20 01:40:58
751,2022-05-18 21:08:03
752,2022-05-18 17:56:20
753,2022-05-19 13:31:58
754,2022-05-20 05:13:38
755,2022-05-19 22:34:35
756,2022-05-20 08:03:10
757,2022-05-19 11:50:29
758,2022-05-19 07:17:47
759,2022-05-17 14:46:09
760,2022-05-19 20:50:06
761,2022-05-19 11:11:48
762,2022-05-18 10:02:20
763,2022-05-20 04:40:38
764,2022-05-17 19:59:40
765,2022-05-20 05:11:41
766,2022-05-19 17:52:24
767,2022-05-19 03:56:23
768,2022-05-17 16:05:05
769,2022-05-18 10:01:21
770,2022-05-18 21:49:55
771,2022-05-19 08:21:08
772,2022-05-19 10:22:26
773,2022-05-19 02:56:34
774,2022-05-20 05:43:38
775,2022-05-18 19:45:03
776,2022-05-20 04:41:50
777,2022-05-19 01:59:10
778,2022-05-18 12:30:44
779,2022-05-17 13:43:06
780,2022-05-20 04:22:21
781,2022-05-20 07:16:38
782,2022-05-18 04:35:53
783,2022-05-18 23:35:26
784,2022-05-17 12:01:50
785,2022-05-17 17:49:41
786,2022-05-18 19:50:22
787,2022-05-19 10:21:39
788,2022-05-18 13:20:14
789,2022-05-19 01:36:58
790,2022-05-19 21:34:21
791,2022-05-19 01:44:58
792,2022-05-19 17:47:00
793,2022-05-18 22:04:42
794,2022-05-17 20:49:59
795,2022-05-17 15:04:33
796,2022-05-18 16:19:20
797,2022-05-19 21:10:41
798,2022-05-19 19:04:50
799,2022-05-18 01:33:54
800,2022-05-17 22:51:53
801,2022-05-17 13:16:00
802,2022-05-19 13:36:52
803,2022-05-19 13:04:25
804,2022-05-17 17:07:52
805,2022-05-19 16:45:43
806,2022-05-18 15:52:41
807,2022-05-19 16:16:46
808,2022-05-18 17:01:10
809,2022-05-19 07:07:45
810,2022-05-17 20:05:38
811,2022-05-18 11:44:35
812,2022-05-17 12:30:36
813,2022-05-17 15:11:03
814,2022-05-18 13:29:15
815,2022-05-18 07:05:20
816,2022-05-19 12:46:58
817,2022-05-20 00:16:17
818,2022-05-19 15:20:44
819,2022-05-18 01:53:41
820,2022-05-17 15:32:34
821,2022-05-20 08:53:18
822,2022-05-18 16:31:36
823,2022-05-19 16:58:08
824,2022-05-18 13:20:21
825,2022-05-19 14:55:17
826,2022-05-18 23:48:14
827,2022-05-18 22:21:13
828,2022-05-18 11:50:19
829,2022-05-18 14:41:57
830,2022-05-19 07:59:49
831,2022-05-19 21:58:50
832,2022-05-17 13:45:39
833,2022-05-20 08:18:30
834,2022-05-19 07:14:17
835,2022-05-19 04:37:12
836,2022-05-20 05:17:01
837,2022-05-17 20:32:12
838,2022-05-18 19:30:50
839,2022-05-17 21:49:18
840,2022-05-18 20:09:11
841,2022-05-18 17:52:22
842,2022-05-18 17:11:45
843,2022-05-19 13:43:02
844,2022-05-20 00:53:28
845,2022-05-19 09:09:40
846,2022-05-19 09:52:56
847,2022-05-18 15:24:48
848,2022-05-19 05:17:45
849,2022-05-19 19:50:29
850,2022-05-19 19:21:54
851,2022-05-19 01:17:53
852,2022-05-18 02:12:48
853,2022-05-19 22:39:30
854,2022-05-19 05:08:00
855,2022-05-19 16:16:28
856,2022-05-19 23:12:52
857,2022-05-18 07:30:58
858,2022-05-19 21:49:34
859,2022-05-19 13:56:27
860,2022-05-17 19:18:08
861,2022-05-18 19:51:04
862,2022-05-18 05:21:12
863,2022-05-19 13:25:45
864,2022-05-17 15:06:48
865,2022-05-18 01:57:54
866,2022-05-19 05:54:25
867,2022-05-19 05:09:55
868,2022-05-18 09:00:56
869,2022-05-18 03:26:09
870,2022-05-19 11:29:56
871,2022-05-19 07:10:01
872,2022-05-20 05:26:02
873,2022-05-19 08:13:46
874,2022-05-18 22:10:43
875,2022-05-19 11:25:55
876,2022-05-18 00:03:20
877,2022-05-19 05:14:07
878,2022-05-17 12:31:17
879,2022-05-19 13:02:54
880,2022-05-17 13:17:47
881,2022-05-18 10:51:43
882,2022-05-20 00:23:29
883,2022-05-19 11:15:15
884,2022-05-17 12:35:22
885,2022-05-18 03:02:21
886,2022-05-17 12:39:00
887,2022-05-18 22:01:55
888,2022-05-19 11:03:25
889,2022-05-19 18:45:09
890,2022-05-18 10:10:25
891,2022-05-17 20:52:11
892,2022-05-18 12:13:21
893,2022-05-18 14:37:39
894,2022-05-18 02:32:19
895,2022-05-18 12:57:43
896,2022-05-19 00:15:42
897,2022-05-18 16:51:05
898,2022-05-17 16:46:18
899,2022-05-17 20:49:52
900,2022-05-18 01:26:24
901,2022-05-19 18:26:39
902,2022-05-17 23:18:18
903,2022-05-17 12:09:22
904,2022-05-19 07:18:28
905,2022-05-19 17:04:04
906,2022-05-20 05:09:36
907,2022-05-17 14:30:08
908,2022-05-20 02:33:54
909,2022-05-18 07:45:04
910,2022-05-17 16:02:10
911,2022-05-18 12:55:42
912,2022-05-19 03:35:35
913,2022-05-19 01:01:11
914,2022-05-18 06:26:40
915,2022-05-20 04:34:41
916,2022-05-18 04:27:36
917,2022-05-19 12:24:42
918,2022-05-17 15:52:11
919,2022-05-19 17:13:50
920,2022-05-18 15:23:07
921,2022-05-18 22:18:24
922,2022-05-19 21:10:00
923,2022-05-19 23:42:08
924,2022-05-18 06:17:33
925,2022-05-19 23:31:20
926,2022-05-19 08:34:51
927,2022-05-17 17:26:28
928,2022-05-20 07:36:20
929,2022-05-19 03:52:07
930,2022-05-20 05:52:07
931,2022-05-19 14:57:46
